"movie_id","predicted_genres"
28415,Animation Children Fantasy Horror
32436,Drama
22919,Horror
11978,Thriller Documentary
9237,Drama
49131,Documentary
8833,War Thriller Drama
1681,Action Thriller Sci-Fi
42611,Sci-Fi Thriller
17999,Western
23320,Comedy Documentary Drama Musical
40163,Drama Thriller
7031,Comedy Documentary
46754,Sci-Fi Action  Adventure
45661,Action Crime Drama Thriller
3150,Crime Mystery Thriller
7030,Documentary
46496,Horror
14049,Horror
31123,Comedy Horror
27104,Horror Action Thriller Sci-Fi
38854,Documentary
33730,Documentary
44952,Documentary
46686,Horror
21789,Documentary
51885,Drama Horror
42867,Drama Thriller
25025,Action Drama Thriller
9494,Drama
35396,Horror
6797,Horror Action Thriller
20883,Drama Romance Thriller
15847,Documentary
6230,Action
38762,Horror Thriller
38867,Documentary
20362,Fantasy
34205,Horror Sci-Fi
37181,Sci-Fi Horror
20906,Action Adventure Drama
5726,Documentary Drama
28835,Documentary Drama War Crime Mystery
45301,Documentary Children
38587,Crime Drama Thriller
17699,Sci-Fi Adventure Action
44159,Documentary
36232,Horror
21312,Adventure Drama
28320,Documentary
25651,Crime Mystery Thriller
51812,Horror Sci-Fi
45515,Documentary Drama
446,Adventure
39258,Horror
22072,Animation
44656,Action
11023,Horror Thriller
36898,Horror Thriller
22545,Drama Comedy Romance
21093,Documentary
40443,Comedy Drama
29928,Adventure War
24482,Adventure
41830,Horror
44796,Horror Mystery Sci-Fi
2880,Comedy Drama
45175,Documentary
21162,Action Adventure Fantasy
5788,Action
3446,Mystery Thriller
3465,Comedy Drama
937,Children Drama Fantasy
14844,Adventure Western
1976,Animation Documentary
17967,Adventure Action
44140,Romance
33318,Thriller
10498,Action Thriller Sci-Fi
42078,Documentary
28686,Drama
46240,Sci-Fi
52007,Documentary
24725,Action Thriller Sci-Fi
19835,Fantasy Sci-Fi Children
42479,Documentary
45735,Drama Action Thriller
17220,Action Adventure Western
50886,Drama Horror Thriller
32679,Thriller Horror
33727,Horror Thriller
18035,Action
42823,Comedy Drama
4022,Documentary Drama
5430,Drama Horror Thriller
34283,Fantasy
1415,Thriller Horror
17740,Documentary
5439,Crime Thriller
18640,Thriller Adventure Sci-Fi
28767,Horror
48922,Thriller
6907,Horror Thriller
4354,Action Crime Drama Thriller
19476,Documentary
16110,Comedy Drama Romance
2297,Documentary
853,Drama
30765,Western
958,Action Sci-Fi Western
19419,Romance
47088,Documentary Drama
17634,Crime Horror Mystery Thriller
1190,Crime Mystery Thriller
47105,Adventure Comedy
31916,Documentary
1383,Action Thriller
46836,Drama Romance
17040,Mystery Sci-Fi
34182,Horror Sci-Fi
44591,Crime Thriller Action
31721,Documentary
29265,Horror
2670,Sci-Fi Horror
7354,Adventure
51666,Comedy
12518,Drama
41088,Comedy Drama Thriller
15249,Documentary
8515,Adventure Children Mystery
44517,Horror
21891,Adventure Horror Sci-Fi
11938,Fantasy Action Adventure Children Comedy
29077,Action Thriller
4659,Drama Thriller
2614,Documentary Adventure
37711,Drama
41436,Documentary
41927,Action Sci-Fi Adventure
41866,Drama
12574,Thriller Romance
50593,Comedy Horror Sci-Fi
42858,Horror Thriller
29574,Documentary Musical
35843,Drama Romance
29929,Drama
50486,Animation
36259,Documentary
43303,Horror Thriller
8098,Adventure Action Sci-Fi
36389,Drama War
292,Documentary
23544,Action Thriller
35335,Action Thriller Musical
15552,Adventure Drama Fantasy Romance
30168,Action Drama  War
16251,Documentary Drama
48909,Drama Action Adventure
18317,Comedy Drama
15357,Action Adventure Animation Children Comedy
1300,Comedy Documentary
40363,Horror
32911,Action Crime Thriller
16580,Animation Action Adventure
37696,Adventure Fantasy Animation Children
47423,Horror Sci-Fi Thriller Romance
41494,Western
48228,Documentary Drama
14763,Documentary War
20729,Drama Mystery
9570,Action
43505,Documentary Drama
50447,Documentary
52014,Horror
20757,Action Adventure Children Fantasy
47354,Horror
4174,Horror
48151,Drama
27836,Comedy Drama Romance
33183,Mystery Horror
4346,Adventure Animation Children Drama
38098,Western Musical Romance
6526,Horror Thriller Crime
38150,Drama Comedy Thriller Documentary
11078,Documentary
19911,Western
24008,Horror Sci-Fi Thriller
19468,Drama Romance
12879,Documentary
13340,Western
36131,Horror
38574,Drama Thriller
49098,Horror
1565,Drama War Western
3577,Horror
1251,Children Fantasy
17440,Thriller
40149,Children Documentary
29360,Documentary Drama War
26370,Action Adventure
13542,Sci-Fi
6721,Action Horror
18003,Horror Comedy Thriller
13799,Drama Horror Action Thriller Sci-Fi
23515,Adventure Drama Action  War
7557,Western
43389,Romance
24311,Crime Documentary
9001,Documentary
46679,Action Crime Thriller
32142,Adventure Fantasy Children
29655,Drama Action Thriller Crime
32511,Animation Sci-Fi
48057,Drama Horror
37758,Action Western
12431,Animation Children
38811,Documentary Musical
9326,Horror Thriller Sci-Fi
15414,Adventure Romance
14288,Thriller
27819,Action Crime Drama
18465,Fantasy Horror Thriller
35517,Documentary
13032,Documentary
18037,Thriller Action
21917,Drama Children Adventure
19943,Horror
41580,Drama Horror Sci-Fi Thriller
42694,Action
23439,Drama
9304,Comedy
24395,Drama Thriller
48100,Action Adventure Comedy Sci-Fi
12606,Thriller Mystery
38510,Action Adventure Drama Western
29923,Crime Drama Mystery Thriller
5319,Mystery Crime
11950,Action Adventure Thriller Sci-Fi
50431,Action Thriller
12565,Children Animation Adventure
29954,Documentary
50079,Drama Romance
18407,Comedy Documentary
23532,Drama
15063,Horror Thriller Sci-Fi
10341,Mystery Thriller
24535,Sci-Fi Mystery Adventure
46540,Comedy Documentary
272,Animation Adventure Children Fantasy
38295,Documentary
44814,Documentary
33910,Documentary Musical
48138,Children
7484,Drama
3271,Documentary
4930,Documentary
6453,Thriller Horror
28978,Horror Mystery Thriller
2721,Drama Horror
51014,Action Adventure
11444,Sci-Fi
27616,Drama Horror Thriller
4933,Adventure Animation Children
39619,Adventure Action Thriller
27210,Documentary
32895,Comedy Musical
9606,Drama
9966,Documentary
1729,Horror Thriller
2447,Documentary
8457,Documentary
39498,Crime Drama Mystery Thriller Action
34413,Drama
8092,Action Crime Drama Thriller
10571,Adventure Fantasy
48392,Horror
42470,Comedy Drama
49230,Comedy Drama Horror
19219,Documentary
33529,Fantasy
40011,Horror
33469,Western
30025,Drama Thriller
47817,Action Horror Mystery Sci-Fi Thriller
11666,Drama Thriller
14364,Documentary
2115,Documentary
11100,Documentary
10544,Thriller
45660,Documentary
42790,Drama Horror Thriller
19706,Documentary
31353,Documentary
9340,Documentary
2628,Drama Horror
31153,Horror Thriller
46078,Drama Sci-Fi Thriller
11823,Crime
14036,Western
48529,Documentary
26589,Horror Mystery Thriller
52113,Action Adventure Sci-Fi
27570,Action Children Sci-Fi
39690,Horror
30701,Documentary
10948,Crime
29267,Documentary
13548,Horror Thriller
50609,Action Romance Western
28105,Action Drama Thriller
3359,Horror Sci-Fi Thriller
31846,Horror Documentary
27940,Horror War
46712,Drama
33725,Action
19037,Documentary
51969,Drama
43113,Comedy Crime Western
44356,Animation
6090,Drama Horror
9952,Documentary Drama
11548,Horror
9830,Documentary Drama Sci-Fi
26598,Comedy Thriller
14929,Documentary
31512,Adventure
36033,Horror Thriller
51814,Mystery
34533,Horror Sci-Fi
44736,Drama Thriller
45763,Documentary Drama
44585,Documentary
23286,Action
32076,Horror Mystery Thriller
34546,Horror
29448,Documentary Musical
39944,Thriller
44025,Documentary
14901,Horror
5341,Animation Comedy
1937,Documentary Drama
1385,Drama Mystery Romance Thriller
47263,Comedy Drama
45271,Documentary
26751,Documentary
12767,Documentary
51507,Comedy Drama
13720,Documentary Musical
17862,Thriller Drama
47243,Documentary
591,Horror Sci-Fi Crime
51734,Children Animation
6234,War
43538,Drama Thriller
31812,Horror Thriller
22930,Thriller
2182,Action Drama Thriller Crime Mystery
17038,Drama Horror Thriller
22883,Documentary Musical
40201,Crime Drama  Horror Mystery Sci-Fi Thriller
41750,Documentary
32231,Musical Documentary
24047,Horror Thriller
30938,Drama
24972,Drama Sci-Fi Thriller
35983,Documentary
11198,Documentary
42221,Documentary
1309,Sci-Fi Horror
14216,Documentary
40793,Adventure Fantasy Sci-Fi
35274,Comedy Drama Romance
14933,Fantasy
8520,Animation Horror Sci-Fi
27076,Mystery
49797,Action Drama Thriller
5121,Thriller Drama
24545,Action  Western
21460,Adventure Fantasy Horror
44545,Drama
14949,Drama
29085,Musical Documentary
21288,Documentary Drama
2304,Horror Sci-Fi Thriller
38306,Comedy Documentary
35348,Action Adventure Drama Western
29920,Horror Comedy
32275,Documentary
5828,Animation
23660,Drama
48257,Comedy Drama
20387,Documentary
34685,Action Comedy Crime Drama Thriller
48158,Comedy Horror
10052,Thriller
36069,Comedy Drama Romance
43451,Documentary
35045,Drama Romance
32428,Action Thriller
49015,Horror Thriller
43936,Sci-Fi Horror Mystery
34416,Sci-Fi Horror
36520,Adventure Drama Western
51371,Action Fantasy
21089,Drama
30130,Horror Thriller
18953,Documentary
11648,Comedy Drama Romance
27982,Drama Animation Fantasy
29277,Documentary
51037,Thriller
6067,Horror Mystery Thriller
43758,Documentary
31072,Horror
24732,Documentary Sci-Fi
47862,Fantasy Sci-Fi
21353,Adventure Fantasy
24525,Documentary Drama Sci-Fi
27583,Action Crime
29810,Drama War
41162,Adventure Comedy
35949,Fantasy Animation Horror Comedy Thriller Sci-Fi
10215,Western
4292,Action Crime Drama Thriller
48923,Thriller Action Horror
6060,Horror
29220,Adventure Animation Horror
50951,Sci-Fi
15594,Horror Sci-Fi
9018,Drama Sci-Fi
14599,Horror
22646,Documentary
50630,Crime Horror Thriller
2072,Drama Thriller Romance
1420,Action Horror Thriller
15557,Adventure Documentary
50460,Adventure Fantasy Action Sci-Fi
50015,Adventure Fantasy Horror Sci-Fi
2342,Documentary
51735,Documentary
16342,Documentary
20612,Drama
3862,Thriller
43076,Documentary
32574,Documentary
42654,Action Crime Thriller
16982,Drama
25599,Action Thriller
27980,Drama Horror Thriller
34780,Action Animation
26600,Thriller Horror Sci-Fi
21752,Drama
46700,Horror Western
33992,Action Adventure Horror Sci-Fi Thriller
27276,Animation Adventure Children
4683,Documentary
44208,Thriller
44628,Sci-Fi
22215,Crime Documentary
18578,Action Fantasy Sci-Fi
32649,Documentary
50569,Drama Horror
38908,Horror
32140,Documentary
20701,Documentary
50310,Drama Thriller Sci-Fi
47525,Horror Thriller
33677,Documentary Drama
46069,Crime Drama Mystery Thriller
18313,Action Adventure Drama Children
22294,Horror Thriller
34365,Musical Documentary
38661,Drama
17517,Documentary Musical
18453,Mystery Thriller Western
14476,Drama Horror Thriller
51946,Horror
29525,Documentary
34986,Romance
18027,Children Horror
4234,Action Crime Thriller
4390,Action Crime Thriller
126,War
44036,Drama Thriller
9047,Horror
17601,Drama War
46304,Horror
8898,Action
2854,Crime Mystery Thriller
20837,War Adventure
13255,Comedy
45023,Documentary
12144,Horror Fantasy
14855,Documentary Musical
45354,Action Animation Fantasy
4493,Crime Comedy
41417,Horror Thriller
27486,Drama War
40729,Documentary Musical
23481,Documentary Romance
22604,Drama
46664,Drama Horror Sci-Fi
33067,Action Adventure Fantasy
27461,Comedy
4939,Drama Thriller
42966,Action Thriller
27802,Action Sci-Fi Thriller
6914,Drama Horror Thriller
962,Western Action
12486,Adventure Thriller Crime Mystery
36507,Drama Romance
42274,Documentary Comedy Children
39272,Crime Drama
45985,Animation Documentary
7408,Animation Comedy
23068,Animation
50828,Adventure Children
28555,Drama
18896,Action Adventure Fantasy War
47993,Action Crime Sci-Fi Thriller
3008,Horror Mystery Thriller
45460,Drama Romance
37475,Action Adventure Drama Fantasy
38858,Fantasy Drama Comedy Thriller Sci-Fi Romance
38985,Mystery Thriller Horror
10531,Action Adventure
5884,Adventure
39062,Drama
1125,Horror Sci-Fi
10120,Documentary
38896,Action Horror Sci-Fi Thriller
24939,Sci-Fi
25980,Thriller Fantasy Horror Mystery
12751,Action Adventure Drama Horror Sci-Fi
16320,Documentary
26737,Animation Sci-Fi Children
28295,Comedy Drama
46775,Thriller Mystery
3243,Documentary Drama
46572,Comedy Drama
1521,Drama
9005,Horror Thriller
42642,Documentary
4331,Comedy Drama
9936,Children Musical
9041,Comedy Drama
2816,Documentary
29492,Comedy Drama
32565,Documentary
51996,Documentary
33346,Drama Horror Mystery Sci-Fi Thriller
21020,Action Drama
34545,Horror
27264,Documentary
45626,Action Thriller Crime
2241,Comedy Drama
41862,Sci-Fi Thriller War
35692,Drama Western
36390,Adventure Thriller
11069,Adventure Sci-Fi
22464,Comedy Crime Drama
31751,Horror Thriller
38722,Horror
23021,Thriller
40730,Action Adventure
43603,Crime Mystery
43642,Drama
51471,Musical Documentary
14074,Action Horror Thriller
46331,Horror
51199,Animation
7425,Action Thriller Fantasy
41546,Crime Drama Thriller
8739,Documentary
7527,Action Crime Drama Thriller
47190,Musical Documentary
49951,Action
4455,Drama  War
42563,Documentary
49656,Documentary
46587,Drama Western
9681,Horror
24733,Drama Horror Thriller
30473,Documentary Drama
44223,Comedy
28905,Western
7012,Action Crime Drama
21925,Horror Sci-Fi
13406,Documentary Drama
37854,Action Western
12082,Drama Thriller
14630,War
51068,Documentary
20572,Action Western Adventure
15210,Adventure Fantasy Animation Action Sci-Fi
8922,Horror Thriller
14146,Adventure Fantasy Horror
2557,Horror Thriller
5938,Action Adventure
6614,Western
48031,Comedy
51836,Documentary
30659,Horror
1475,Horror Sci-Fi Thriller Action
7506,Drama Horror Thriller
12093,Documentary Adventure
33833,Drama
12179,Action
19933,Drama
51810,Action Thriller Crime
45246,Drama Fantasy Adventure
35138,Horror
15787,Crime Drama Thriller
38521,Comedy Drama
46804,Sci-Fi Thriller
35344,Horror Sci-Fi Thriller
40867,Drama War
5696,Documentary Sci-Fi
37723,Documentary Musical
19001,Documentary
11472,Crime
46151,Horror Thriller
9931,Action Adventure Western
16381,Sci-Fi Horror
25149,Western
18315,Horror
27383,Thriller
25099,Comedy Drama Romance
39436,Documentary War Children
11996,Crime Thriller Horror Drama
27202,Children
13282,Horror Action Thriller
7561,Action Adventure Sci-Fi
44326,Comedy Musical Romance
51217,Documentary
21615,Drama
31833,Fantasy Horror
48050,Drama Thriller
12533,Horror Action
30360,Documentary
25572,Action Adventure Crime Sci-Fi Thriller
24900,Western
19057,Drama Thriller
50221,Crime Thriller Mystery
37457,Drama Western
17712,Action Adventure Children Fantasy
23608,Documentary
47812,Documentary
9214,Documentary
2444,Action Thriller Drama
47195,Documentary
13710,Action Thriller Fantasy Crime
4113,Action Drama Comedy Documentary
8830,Children Comedy
50724,Thriller Horror Sci-Fi
48339,Adventure Animation
11170,Action Crime Drama Thriller
4920,Animation
40594,Documentary
18970,Documentary Musical
29047,Horror Sci-Fi
9004,Comedy Drama
44652,Drama Horror
13962,Documentary Adventure Mystery
11777,Action Drama Thriller
7810,Animation Children
42700,Drama
40372,Action Thriller Mystery
50823,Drama Horror Thriller
51761,Adventure Drama War
43471,Action Sci-Fi Horror Thriller
19634,Comedy
21930,Western
8844,Documentary
43250,Drama Comedy Children
33108,Adventure
20666,Animation
23466,Action Adventure
30592,Comedy Musical
21816,Drama Horror Thriller
23736,Comedy Drama
10735,Horror
45591,Crime Drama
32644,Horror
31570,Comedy Documentary
20854,Mystery Thriller
38877,Comedy Sci-Fi
25390,Action Sci-Fi
35027,Mystery Horror Thriller
30067,Sci-Fi Action Horror
9348,Horror
17341,Action Adventure Thriller
48394,Documentary
17855,Action Adventure Animation Children
9161,Documentary
10924,Drama Western
9661,Animation Children
9420,Documentary
27144,Adventure Action Comedy
16726,Documentary
3575,Documentary
3826,Horror Sci-Fi
31229,Crime Thriller
15815,Documentary
15373,Fantasy
20896,Fantasy Sci-Fi Horror
37137,Action Adventure Fantasy
32737,Adventure
45989,Action Animation
3587,Mystery Crime Thriller
50107,Drama
5292,Comedy Horror
9653,Documentary
28293,Animation Adventure Children Fantasy
19516,Action Crime Thriller
38899,Horror Thriller Mystery
51007,Horror Mystery Thriller
50585,Thriller
47765,Horror Action Thriller Documentary
47160,Horror Thriller
14441,Drama Horror
1583,Western War  Romance
46234,Thriller Mystery Adventure
36110,Adventure Action Western
33684,Comedy Documentary Drama
50374,Animation Fantasy
1355,Documentary
14758,Documentary Drama
18866,Documentary
20446,Mystery Thriller
48307,Drama Musical Romance
39937,Documentary Drama
8639,Mystery Thriller
32125,Action Crime Horror Thriller
44685,Sci-Fi
28589,Drama
14398,Drama Romance Thriller
16390,Comedy Action Horror Sci-Fi
12441,Action Sci-Fi
42815,Drama
20428,Documentary
20794,Children Animation
37790,Action Thriller
48281,Action Drama Thriller
51323,Western
48014,Documentary
3972,Documentary
25275,Crime Drama
25840,Drama Mystery Thriller
34860,Documentary Romance
43014,Documentary
46106,Documentary
15345,Documentary
45606,Musical
5276,Horror Action Fantasy
14448,Thriller
39123,Sci-Fi Horror
33960,Adventure Action Thriller
9501,Sci-Fi Thriller
6747,Documentary Drama
19505,Horror
20838,Documentary
18789,Action Crime Thriller
47876,Crime Thriller
10723,Horror Mystery Thriller
2528,Horror
13580,Drama Romance
33301,Drama Thriller
49599,Horror Thriller
11664,Documentary
25352,Action Adventure Sci-Fi
16550,Action
39606,Horror Mystery
29726,Action Comedy Thriller Crime
31397,Thriller
8454,War Action Thriller
49126,Drama Romance
30099,Action Adventure Drama Horror Sci-Fi Thriller
23713,Comedy Drama
26326,Action Sci-Fi Thriller
9714,Sci-Fi Thriller
5299,Mystery Horror Thriller Crime
6316,Drama Romance Thriller
9572,Documentary
38244,Action Fantasy
37381,Crime Thriller
34208,Adventure Animation Comedy Sci-Fi
38097,Documentary
4608,Drama
38959,Documentary
21889,Action Drama Western
43008,Thriller
7410,Action Thriller
39712,Sci-Fi Horror
26420,Romance Sci-Fi
43627,Comedy Drama
27399,Adventure Drama
34343,Documentary
18468,Documentary
34820,Documentary
21939,Crime Horror Mystery Thriller
3761,Documentary
37726,Documentary
4065,Mystery Thriller Crime
38432,Documentary
21006,Romance Sci-Fi Thriller
28398,Documentary
34850,Action Adventure Crime Thriller
43687,Horror Thriller
39318,Comedy
24337,Documentary
41299,Sci-Fi Mystery Thriller
24835,Children Musical
49676,Sci-Fi
1221,Thriller Horror Mystery
36009,Adventure Fantasy Romance Sci-Fi
5570,Documentary
47729,Comedy
44122,Action Thriller
43442,Documentary
4530,Drama Horror Thriller
33156,Documentary
28397,Documentary
40649,Sci-Fi
29151,Children
25469,Action Comedy Crime Drama
10107,Drama Horror Thriller
4899,Crime Drama Mystery Thriller
14413,Animation Children Adventure
38115,Animation Children
43541,Adventure Action Drama Sci-Fi Thriller
14480,Action Adventure  Western
50763,Documentary
10518,Drama
7706,Mystery Thriller Horror Crime
25797,Drama
29373,Horror Thriller
25335,Horror Action
27966,Comedy
9376,Adventure Children
11880,Action
30974,Adventure Drama Western
27391,Drama
41144,Thriller Crime Drama
23336,Horror
50959,Action Adventure Drama Children
32117,Documentary
15939,Comedy Documentary
3311,Comedy Documentary
24273,Western Documentary
50231,Documentary
22135,Action  War
21906,Horror Drama Thriller Crime
15732,Horror Thriller
31681,Animation Children
13864,Documentary
44471,Documentary
42593,Animation Action
24428,Documentary Drama
6737,Action Crime Thriller
585,Mystery
48411,Drama War
17598,Drama Horror Thriller
9516,Horror Mystery Thriller
42250,Documentary Drama War
26419,Comedy Drama Romance
21448,Documentary
42826,Thriller
50884,Animation Action Sci-Fi
11803,Action Sci-Fi
16420,Comedy Drama
39537,Documentary
28108,Action Adventure Animation Children Fantasy
789,Action Horror Sci-Fi Thriller
22914,Horror Sci-Fi Thriller
30585,Adventure Fantasy
47489,Fantasy Animation Children
49827,Documentary Sci-Fi
28887,Documentary
45563,Mystery Thriller
45868,Crime Drama Thriller
15799,Action Horror Thriller
47708,Action Drama Thriller
46634,Musical Documentary
25105,Documentary Drama
30531,Western Horror
8142,Action Comedy Crime Drama Thriller
41040,Crime Mystery
21597,Action Drama
19946,Crime
17751,Fantasy Horror
48563,Fantasy Adventure
34401,Action Thriller Romance
15529,Comedy Drama
21007,Action Thriller Sci-Fi Crime Horror
12112,Documentary
39041,Crime Drama Thriller
22428,Horror Thriller
37720,Adventure Horror Mystery Thriller
51491,Horror Mystery Crime
5785,Western
46740,Drama Thriller  Romance
5580,Animation Children
21804,Action Romance
33230,Documentary
28256,Action Adventure Romance
6226,Documentary War
30167,Horror
6177,Horror Thriller
36180,Comedy Sci-Fi
38044,Animation Drama
2432,Horror
2166,Horror Thriller
2337,Documentary Drama
31781,Drama
26586,Action
48453,Drama Horror Thriller Crime
3361,Action Crime Thriller
5896,Documentary
5804,Documentary Horror
24044,Children Adventure Animation
36339,Action Thriller
8665,Action Crime Thriller
28612,Romance
34497,Horror Thriller
2905,Horror
17408,Documentary
41526,Thriller Horror
1091,Action Adventure Sci-Fi
17254,Action Adventure Thriller War
19694,Thriller
23854,Action Drama Thriller
51850,Action Crime Thriller
44959,Action Thriller
4428,Action Adventure Drama
51054,Sci-Fi Horror
6717,Action Sci-Fi Adventure
51657,Children Animation
18447,Romance
43593,Action
38807,Documentary Musical
3371,Documentary Drama
13184,Thriller Horror
38966,War  Romance
16493,Horror
6351,Documentary Drama Horror
38463,Horror Fantasy
3670,Adventure Horror Thriller
36153,Adventure Western
20624,Animation Children
34278,Documentary
14860,Sci-Fi
11062,Animation Children
29003,Drama Thriller
51800,Documentary Drama
50013,Thriller
17158,Documentary
44260,Adventure Drama Action  Romance
48984,Drama Horror Thriller
16944,Documentary Musical
34428,Thriller
17752,Horror Sci-Fi
52133,Thriller Sci-Fi
32022,Action Adventure
26772,Action Sci-Fi
26544,Sci-Fi
27784,Documentary
5943,Documentary
38475,Comedy Documentary
32159,Documentary
21110,Drama Mystery Horror
32824,Animation
21237,Documentary
19071,Documentary
12755,Crime Drama Thriller
27005,Thriller Action Crime Drama
47866,Horror
41448,Documentary
12579,Drama
21660,Documentary
16069,Action Animation Drama Sci-Fi Thriller
15924,Documentary
5054,Animation
51739,Action Fantasy Sci-Fi Thriller
15597,Horror Thriller
24588,Documentary Musical
5960,Musical Romance
17133,Documentary
32812,Drama
42105,Adventure Romance
27394,War Documentary  Drama
25181,Action Western
48336,Documentary
16881,Drama Horror Thriller
4609,Adventure Children Sci-Fi
4786,Fantasy Drama Horror Action Thriller Mystery
8651,Horror Mystery Thriller
9521,Action Crime Thriller Drama
41346,Thriller
27752,Western
28758,Drama
33551,Documentary
5329,Sci-Fi Thriller
51773,Action Animation Children
49538,Documentary
31232,Drama
50292,Horror
49324,Comedy Documentary
4301,Documentary
3410,Documentary Drama Musical Thriller
10269,Adventure Animation Children Fantasy
18847,Western
4275,Children Fantasy Animation Romance
25115,Romance
37664,Comedy Drama
1013,Crime
44731,Documentary
12024,Horror
13124,Children Sci-Fi Adventure
31609,Action Drama Crime Thriller
22921,War Adventure
17987,Horror
23634,Animation
29759,Fantasy Adventure Children
22830,Documentary Drama
32894,Adventure Animation Children Drama
49847,Western
27718,Drama Horror
18008,Drama
18650,Documentary
44123,Thriller
20374,Drama
49477,Fantasy Drama Comedy Sci-Fi Romance Children
36378,Crime Drama Mystery Thriller
45882,Documentary
15768,Documentary
26197,Action Adventure Animation Fantasy Sci-Fi
35729,Action Crime Thriller
25641,Horror Thriller
2698,Comedy Drama
48120,Action Thriller
3135,Horror Sci-Fi Thriller
34701,Drama Horror Thriller
15122,Documentary
32975,Action Crime Thriller
23070,Horror
47546,Documentary
14130,Adventure
36907,Action Adventure Sci-Fi
49938,Action Comedy Drama Romance Sci-Fi Thriller
19093,Action Crime Thriller
3907,Action Adventure War
32158,Western Adventure Romance
43504,Drama Horror
18062,Crime Drama Thriller
13117,Thriller
35222,Crime Horror
24283,Drama
1650,Children Animation
15295,Adventure Documentary
40639,Action Crime Thriller
2573,Action Thriller
6547,Action Adventure Crime Thriller
8517,Adventure Horror Action Sci-Fi
9658,Drama Horror Thriller
48393,Mystery Thriller
20793,Documentary  War
9511,Adventure Animation Children
41409,Documentary
51469,Western Musical
42927,Documentary Drama
27565,Crime
20157,Documentary
358,Horror Sci-Fi
25774,Comedy Drama Horror
8918,Action Thriller
22722,Documentary
26708,Comedy Documentary Drama
24411,Comedy Drama
7401,Animation Children Adventure Fantasy
46736,Crime Drama Thriller
46004,Adventure Children Animation Romance
1448,Drama Horror Thriller
40244,Documentary
3145,Animation
30574,Drama Horror
16928,Drama
1238,Action Crime Drama Thriller
42039,Documentary
27941,Drama Thriller
25547,Thriller Horror
29246,Sci-Fi Thriller
6367,Documentary
32348,Comedy
47833,Documentary
24790,Horror Thriller
23232,Action Mystery Thriller
10849,Adventure Children Fantasy
1472,Crime Drama Thriller
13228,Drama Fantasy Horror Mystery Romance Thriller
21564,Action Sci-Fi Thriller
47367,Horror Thriller
8796,Documentary
43320,Animation Action
4713,Horror
46726,Action Adventure Sci-Fi
29572,Drama Romance
7925,Horror Fantasy Sci-Fi
34939,Crime Thriller
48226,Action Sci-Fi Thriller
29231,Drama Western
12156,Documentary
37459,Documentary
27632,Animation Children
13232,Documentary Drama
22231,Mystery Thriller Horror
16703,Western
27090,Crime Action Thriller
30366,Crime Drama Thriller
34170,Sci-Fi Thriller
27197,Drama
10293,Adventure
30810,Action Thriller
7927,Horror
14815,Documentary
30463,Drama Mystery Thriller
45886,Western
3313,Documentary
50722,Adventure Action Sci-Fi
9002,Animation
35254,Comedy Horror
45225,Animation Children
3262,Fantasy Children
51861,Action Adventure Animation
9306,Crime Horror Thriller
33739,Drama
27031,Documentary
37150,Animation Fantasy
20578,Action Crime Thriller
3284,Drama Horror
44438,Romance Comedy
10380,Action Romance War
1182,Horror Mystery
37200,Documentary
22500,Documentary Drama Sci-Fi
13765,Adventure Horror
50847,Action Horror Thriller
46404,Animation Children
21711,Documentary
3227,Action Thriller
40156,Action Western
5753,Documentary
38174,Documentary
45642,Documentary
25929,Animation Children
4200,Drama Action Thriller  Crime
37923,Musical Romance
41270,Drama
51571,Sci-Fi
6837,Drama Horror Thriller
30303,Children Musical
15089,Horror Thriller
4287,Drama Thriller Romance
22608,Action Adventure Fantasy Horror Sci-Fi
6416,Drama
5683,Romance Adventure Sci-Fi Drama
27270,Drama
3726,Action Adventure Crime Western
21395,Action Horror Sci-Fi Thriller
39179,Documentary
40302,Comedy Horror
852,Comedy Crime Drama
15974,Crime Horror Thriller
15902,Thriller
41874,Horror Sci-Fi
17692,Crime
32137,Action Animation
42185,Horror Sci-Fi
29737,Documentary Drama
11557,Documentary
36038,Action Crime Thriller
38321,Horror Thriller
8491,Sci-Fi Action
29487,Crime Thriller
18679,Comedy
26403,Animation
8561,Action Adventure Animation
49758,Horror Thriller
21391,Documentary Musical
28358,Comedy Drama
37885,Adventure
28823,Horror Sci-Fi Thriller
26726,Horror Thriller
46569,Comedy Drama Thriller
44447,Documentary
49534,Documentary
1921,Action Crime
13001,Fantasy Horror
5456,Drama Horror
32131,Musical Documentary
47375,Documentary Musical
19213,Crime Thriller
18145,Action Adventure Sci-Fi
9119,Crime Mystery
31788,Documentary
5397,Thriller Western
11127,War
33962,Animation Crime Documentary
12294,Sci-Fi Horror Thriller
49368,Documentary
23700,Documentary
3873,Documentary
12199,Documentary Drama
30141,Romance
34057,Mystery Sci-Fi Thriller
3675,Action Thriller
17393,Drama
15806,Animation
32378,Documentary
50899,Documentary
41875,Action Drama War
49641,Documentary
14248,Comedy Drama Romance
40923,Drama
30691,Children
49849,Documentary
23535,Drama  Mystery Crime
37594,Action Thriller
4319,Documentary
16660,Horror Thriller
11712,Comedy Drama Romance Thriller
8234,Horror Mystery Thriller
21780,Sci-Fi
49584,Documentary
1119,Horror Crime Thriller
3298,Drama Adventure Documentary
48748,Comedy Crime Drama
43333,Documentary
3274,Documentary
47510,Drama Fantasy Sci-Fi
22010,Horror Thriller
6543,Fantasy Horror Sci-Fi Children
6245,Drama Horror
